date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:04:29	58452/58452	---M-Z	200	added ('OK')	font/opentype	etag:W/%222da08dfabf5d4227ef32e663e972a6ea1930ee04%22	https://use.typekit.net/af/eda66c/00000000000000003b9ae4cc/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i5&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/eda66c/00000000000000003b9ae4cc/27/aaf99	(from https://use.typekit.net/yaq2dxp.css)
16:04:29	27320/27320	---M--	200	added ('OK')	application/font-woff2	etag:%226c107f234cc4e2db607bb9498ed79d7d546cd84d%22	https://use.typekit.net/af/85f802/00000000000000003b9ae4cd/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/85f802/00000000000000003b9ae4cd/27/le003	(from https://use.typekit.net/yaq2dxp.css)
16:04:29	30920/30920	---M--	200	added ('OK')	application/font-woff	etag:%226c107f234cc4e2db607bb9498ed79d7d546cd84d%22	https://use.typekit.net/af/85f802/00000000000000003b9ae4cd/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/85f802/00000000000000003b9ae4cd/27/de003	(from https://use.typekit.net/yaq2dxp.css)
16:04:30	60288/60288	---M-Z	200	added ('OK')	font/opentype	etag:W/%226c107f234cc4e2db607bb9498ed79d7d546cd84d%22	https://use.typekit.net/af/85f802/00000000000000003b9ae4cd/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/85f802/00000000000000003b9ae4cd/27/ae003	(from https://use.typekit.net/yaq2dxp.css)
16:04:30	27544/27544	---M--	200	added ('OK')	application/font-woff2	etag:%22d482e292da89b551e2a9958d74b2a134f7586f3e%22	https://use.typekit.net/af/ef454a/00000000000000003b9ae4ce/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/ef454a/00000000000000003b9ae4ce/27/l5bba	(from https://use.typekit.net/yaq2dxp.css)
16:04:31	31156/31156	---M--	200	added ('OK')	application/font-woff	etag:%22d482e292da89b551e2a9958d74b2a134f7586f3e%22	https://use.typekit.net/af/ef454a/00000000000000003b9ae4ce/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/ef454a/00000000000000003b9ae4ce/27/d5bba	(from https://use.typekit.net/yaq2dxp.css)
16:04:32	59744/59744	---M-Z	200	added ('OK')	font/opentype	etag:W/%22d482e292da89b551e2a9958d74b2a134f7586f3e%22	https://use.typekit.net/af/ef454a/00000000000000003b9ae4ce/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/ef454a/00000000000000003b9ae4ce/27/a5bba	(from https://use.typekit.net/yaq2dxp.css)
16:04:32	28484/28484	---M--	200	added ('OK')	application/font-woff2	etag:%22bb5feda0093ddfd188b8b247a740198bf766f7a4%22	https://use.typekit.net/af/f088cf/00000000000000003b9ae4cf/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i6&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/f088cf/00000000000000003b9ae4cf/27/l1f8b	(from https://use.typekit.net/yaq2dxp.css)
16:04:32	31680/31680	---M--	200	added ('OK')	application/font-woff	etag:%22bb5feda0093ddfd188b8b247a740198bf766f7a4%22	https://use.typekit.net/af/f088cf/00000000000000003b9ae4cf/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i6&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/f088cf/00000000000000003b9ae4cf/27/d1f8b	(from https://use.typekit.net/yaq2dxp.css)
16:04:32	58136/58136	---M-Z	200	added ('OK')	font/opentype	etag:W/%22bb5feda0093ddfd188b8b247a740198bf766f7a4%22	https://use.typekit.net/af/f088cf/00000000000000003b9ae4cf/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i6&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/f088cf/00000000000000003b9ae4cf/27/a1f8b	(from https://use.typekit.net/yaq2dxp.css)
16:04:32	26596/26596	---M--	200	added ('OK')	application/font-woff2	etag:%22a863101b9cb5c6869bd63b8e62ed4200d507b14d%22	https://use.typekit.net/af/1c001a/00000000000000003b9ae4d0/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/1c001a/00000000000000003b9ae4d0/27/le265	(from https://use.typekit.net/yaq2dxp.css)
16:04:33	29908/29908	---M--	200	added ('OK')	application/font-woff	etag:%22a863101b9cb5c6869bd63b8e62ed4200d507b14d%22	https://use.typekit.net/af/1c001a/00000000000000003b9ae4d0/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/1c001a/00000000000000003b9ae4d0/27/de265	(from https://use.typekit.net/yaq2dxp.css)
16:04:33	56760/56760	---M-Z	200	added ('OK')	font/opentype	etag:W/%22a863101b9cb5c6869bd63b8e62ed4200d507b14d%22	https://use.typekit.net/af/1c001a/00000000000000003b9ae4d0/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/1c001a/00000000000000003b9ae4d0/27/ae265	(from https://use.typekit.net/yaq2dxp.css)
16:04:33	26524/26524	---M--	200	added ('OK')	application/font-woff2	etag:%22e2b90572124a5279cd683c5319fba92e7afc3c24%22	https://use.typekit.net/af/9c195d/00000000000000003b9ae4d1/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/9c195d/00000000000000003b9ae4d1/27/l652f	(from https://use.typekit.net/yaq2dxp.css)
16:04:34	30200/30200	---M--	200	added ('OK')	application/font-woff	etag:%22e2b90572124a5279cd683c5319fba92e7afc3c24%22	https://use.typekit.net/af/9c195d/00000000000000003b9ae4d1/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/9c195d/00000000000000003b9ae4d1/27/d652f	(from https://use.typekit.net/yaq2dxp.css)
16:04:34	61300/61300	---M-Z	200	added ('OK')	font/opentype	etag:W/%22e2b90572124a5279cd683c5319fba92e7afc3c24%22	https://use.typekit.net/af/9c195d/00000000000000003b9ae4d1/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Site/use.typekit.net/af/9c195d/00000000000000003b9ae4d1/27/a652f	(from https://use.typekit.net/yaq2dxp.css)
16:04:34	80010/80010	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20May%202024%2018:57:57%20GMT	https://www.fernandopuente.es/assets/images/about/image1.jpg	C:/My%20Web%20Sites/Site/www.fernandopuente.es/assets/images/about/image1.jpg	(from https://www.fernandopuente.es/about)
16:04:35	25090/25090	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20May%202024%2018:57:58%20GMT	https://www.fernandopuente.es/assets/images/about/image2.jpg	C:/My%20Web%20Sites/Site/www.fernandopuente.es/assets/images/about/image2.jpg	(from https://www.fernandopuente.es/about)
16:04:35	5884/5884	---M--	200	added ('OK')	text/javascript	date:Sun,%2019%20May%202024%2018:57:58%20GMT	https://www.fernandopuente.es/assets/js/loop.js	C:/My%20Web%20Sites/Site/www.fernandopuente.es/assets/js/loop.js	(from https://www.fernandopuente.es/about)
